,Clase,Barrio,Ubicacion,Descripcion,Precio,Links,fecha_consulta,tipo_prop,operacion,Barrio_vf,localidad,Moneda,precio_efectivo,Precio_vf,Expensas,tdc,precio_en_pesos,ambientes,coords,filtro_coords,Ubicacion_norm,latitud,longitud
3032,"Departamento en Venta en Congreso, Capital Federal","Congreso, Capital Federal",Av Rivadavia al 1900,"Departamento 1 Ambiente - Congreso, Capital Federal",USD  69.000+$35.000expensas,https://www.argenprop.com/departamento-en-venta-en-congreso-1-ambiente--7376638,2024_03_01,Departamento,Venta,Congreso, Capital Federal,Dólares,precio,69000,35000,1070,73830000,Monoambiente,"(-34.6092767797672, -58.3933733442371)",False,Rivadavia 1900,-34.6092767797672,-58.3933733442371
3033,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",J Salguero 800,Monoambiente a Estrenar en Almagro Salguero 835,USD  78.000,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--5134725,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,78000,0,1070,83460000,Monoambiente,"(-34.6008357378477, -58.4191758204456)",False,Salguero 800,-34.6008357378477,-58.4191758204456
3034,"Departamento en Venta en Puerto Madero, Centro","Puerto Madero, Centro",Azopardo 700,Quartier Urbano Impecable Monoambiente en Venta - Tor0229_lp262126_1,USD  305.000+$29.000expensas,https://www.argenprop.com/departamento-en-venta-en-puerto-madero-1-ambiente--6567687,2024_03_01,Departamento,Venta,Puerto Madero, Centro,Dólares,precio,305000,29000,1070,326350000,Monoambiente,"(-34.6156853097516, -58.3675683096243)",False,Azopardo 700,-34.6156853097516,-58.3675683096243
3035,"Departamento en Venta en Congreso, Capital Federal","Congreso, Capital Federal","Rodriguez Peña 100, Piso 9",1 Ambiente | Rodriguez Peña  124,USD  48.500+$20.000expensas,https://www.argenprop.com/departamento-en-venta-en-congreso-1-ambiente--7393618,2024_03_01,Departamento,Venta,Congreso, Capital Federal,Dólares,precio,48500,20000,1070,51895000,Monoambiente,"(-34.6079110825559, -58.3906706471745)",False,Peña 100,-34.6079110825559,-58.3906706471745
3036,"PH en Venta en Mataderos, Capital Federal","Mataderos, Capital Federal",ZELADA 5900,Vta Depto Monoambiente en Mataderos PB Patio Baulera Aux,USD  83.000,https://www.argenprop.com/ph-en-venta-en-mataderos-1-ambiente--7499708,2024_03_01,PH,Venta,Mataderos, Capital Federal,Dólares,precio,83000,0,1070,88810000,Monoambiente,"(-34.6479100811326, -58.5045906385851)",False,ZELADA 5900,-34.6479100811326,-58.5045906385851
3037,"Departamento en Venta en Mataderos, Capital Federal","Mataderos, Capital Federal",ARTIGAS MANUEL 5600,Monoambiente | Artigas Manuel al 5600,USD  80.000,https://www.argenprop.com/departamento-en-venta-en-mataderos-1-ambiente--7499730,2024_03_01,Departamento,Venta,Mataderos, Capital Federal,Dólares,precio,80000,0,1070,85600000,Monoambiente,"(-34.5674956381115, -58.4969431232677)",False,MANUEL 5600,-34.5674956381115,-58.4969431232677
3038,"Departamento en Venta en Villa Urquiza, Capital Federal","Villa Urquiza, Capital Federal",Quesada Al 6000,Departamento a Estrenar Monoambiente Amplio con Balcón Aterr,USD  115.000,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--7523362,2024_03_01,Departamento,Venta,Villa Urquiza, Capital Federal,Dólares,precio,115000,0,1070,123050000,Monoambiente,"(-34.5737563019794, -58.5003456382771)",False,Quesada 6000,-34.5737563019794,-58.5003456382771
3039,"Departamento en Venta en Villa Crespo, Capital Federal","Villa Crespo, Capital Federal","Malabia 400, Piso 5",Villa Crespo  Monoambiente Fte  Balcon 8 Años Cocina Incorp.  Baño  Luz Sol Vista Pileta Sum   Vigil,USD  100.000,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--5914015,2024_03_01,Departamento,Venta,Villa Crespo, Capital Federal,Dólares,precio,100000,0,1070,107000000,Monoambiente,"(-34.5989746564193, -58.4397638832101)",False,Malabia 400,-34.5989746564193,-58.4397638832101
3040,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",Estado de Palestina 600,"Departamento 1 Ambiente - Almagro, Capital Federal",USD  85.000+$4.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7607006,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,85000,4000,1070,90950000,Monoambiente,"(-34.6043106726643, -58.4258743575727)",False,Palestina 600,-34.6043106726643,-58.4258743575727
3041,"Departamento en Venta en Barrio Norte, Capital Federal","Barrio Norte, Capital Federal","Pacheco De Melo 3000, Piso 6",Venta Monoambiente con Balcon y Vista Abierta en Barrio Norte,USD  69.000+$2.529expensas,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-1-ambiente--6254802,2024_03_01,Departamento,Venta,Barrio Norte, Capital Federal,Dólares,precio,69000,2529,1070,73830000,Monoambiente,"(-34.5845922395808, -58.4050650893764)",False,Melo 3000,-34.5845922395808,-58.4050650893764
3042,"Departamento en Venta en Monserrat, Centro","Monserrat, Centro",AV. INDEPENDENCIA 800,Venta Depto Monoambiente Av. Independencia Monserrat,USD  57.000+$2.500expensas,https://www.argenprop.com/departamento-en-venta-en-monserrat-1-ambiente--7627422,2024_03_01,Departamento,Venta,Monserrat, Centro,Dólares,precio,57000,2500,1070,60990000,Monoambiente,"(-34.6174523272966, -58.3773581564652)",False,INDEPENDENCIA 800,-34.6174523272966,-58.3773581564652
3043,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",Avellaneda 1016,1 Ambiente  Balcon a la Calle a Estrenar Excelente Vista,USD  70.000+$18.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--7749008,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,70000,18000,1070,74900000,Monoambiente,"(-34.61704439026617, -58.4449339087109)",False,Avellaneda 1016,-34.61704439026617,-58.4449339087109
3044,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Espacio Cuba - Cuba 2791 3ºA,Venta Monoambiente Divisible a Estrenar  Gradel,USD  123.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--7749022,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,123000,0,1070,131610000,Monoambiente,"(-34.55444431820836, -58.46034338211254)",False,Cuba 2791,-34.55444431820836,-58.46034338211254
3045,"Departamento en Venta en San Telmo, Capital Federal","San Telmo, Capital Federal",Irigoyen 1400,9 de Julio Estudios Venta Edificio Pozo Monoambiente,USD  130.000,https://www.argenprop.com/departamento-en-venta-en-san-telmo-1-ambiente--7749227,2024_03_01,Departamento,Venta,San Telmo, Capital Federal,Dólares,precio,130000,0,1070,139100000,Monoambiente,"(-34.6280038329869, -58.5169615865145)",False,Irigoyen 1400,-34.6280038329869,-58.5169615865145
3046,"Departamento en Venta en Recoleta, Barrio Norte","Recoleta, Barrio Norte",Lavalle al 1500,1 Ambiente 30m2! Gran Oportunidad de Inversión  Frente Luz Muy Aireado! Apto Profesionales!,USD  59.900+$4.000expensas,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--7749325,2024_03_01,Departamento,Venta,Recoleta, Barrio Norte,Dólares,precio,59900,4000,1070,64093000,Monoambiente,"(-34.6029105385428, -58.3879513651514)",False,Lavalle 1500,-34.6029105385428,-58.3879513651514
3047,"Departamento en Venta en Villa Luro, Capital Federal","Villa Luro, Capital Federal",RIVADAVIA 9600,"Local/monoambientes y Dos Ambientes , a Metros de Av Lope de Vega , Ubicacion Privilegiada",USD  45.000,https://www.argenprop.com/departamento-en-venta-en-villa-luro--7343013,2024_03_01,Departamento,Venta,Villa Luro, Capital Federal,Dólares,precio,45000,0,1070,48150000,Monoambiente,"(-34.6374338235911, -58.4994584184232)",False,RIVADAVIA 9600,-34.6374338235911,-58.4994584184232
3048,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",Ambrosetti 800,Departamento 1 Ambiente Divisible Luminoso con Balcón,USD  85.000+$6.900expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--7761669,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,85000,6900,1070,90950000,Monoambiente,"(-34.6087980434411, -58.4387052424409)",False,Ambrosetti 800,-34.6087980434411,-58.4387052424409
3049,"Departamento en Venta en Colegiales, Capital Federal","Colegiales, Capital Federal",Fraga 700,Monoambiente Divisible  Muy Luminoso con Balcón - Fraga 700,USD  110.000+$2.100expensas,https://www.argenprop.com/departamento-en-venta-en-colegiales-1-ambiente--7761829,2024_03_01,Departamento,Venta,Colegiales, Capital Federal,Dólares,precio,110000,2100,1070,117700000,Monoambiente,"(-34.5843582330431, -58.4534314992282)",False,Fraga 700,-34.5843582330431,-58.4534314992282
3050,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",Zuviría al 300,Zuviria al 300 - Caballito- Caba- 1 Ambientes,USD  70.000+$35.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--7764096,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,70000,35000,1070,74900000,Monoambiente,"(-34.628924673146, -58.4306328503111)",False,Zuviría 300,-34.628924673146,-58.4306328503111
3051,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",Zuviría al 300,Zuviria al 300 - Caballito- Caba- 1 Ambientes,USD  102.000+$35.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--7764095,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,102000,35000,1070,109140000,Monoambiente,"(-34.628924673146, -58.4306328503111)",False,Zuviría 300,-34.628924673146,-58.4306328503111
3052,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",Zuviría al 300,Zuviria al 300 - Caballito- Caba- 1 Ambientes,USD  117.000+$40.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--7764098,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,117000,40000,1070,125190000,Monoambiente,"(-34.628924673146, -58.4306328503111)",False,Zuviría 300,-34.628924673146,-58.4306328503111
3053,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",Zuviría al 300,Zuviria al 300 - Caballito- Caba- 1 Ambientes,USD  118.500+$51.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--7764102,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,118500,51000,1070,126795000,Monoambiente,"(-34.628924673146, -58.4306328503111)",False,Zuviría 300,-34.628924673146,-58.4306328503111
3054,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",Zuviría al 300,Zuviria al 300 - Caballito- Caba- 1 Ambientes,USD  70.000+$40.000expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--7764103,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,70000,40000,1070,74900000,Monoambiente,"(-34.628924673146, -58.4306328503111)",False,Zuviría 300,-34.628924673146,-58.4306328503111
3055,"Departamento en Venta en Saavedra, Capital Federal","Saavedra, Capital Federal","A Donado 4400, Piso 1",Donado 4428 Saavedra - Excelente Monoambiente con Cochera a,USD  115.000,https://www.argenprop.com/departamento-en-venta-en-saavedra-1-ambiente--6768105,2024_03_01,Departamento,Venta,Saavedra, Capital Federal,Dólares,precio,115000,0,1070,123050000,Monoambiente,"(-34.5520379607095, -58.4907619864863)",False,Donado 4400,-34.5520379607095,-58.4907619864863
3056,"Departamento en Venta en Parque Patricios, Capital Federal","Parque Patricios, Capital Federal","Av. Entre Rios  1700 9° 1700, Piso 9",Depto Monoambiente Divisible (Doble Ventana) a Estrenar.,USD  84.175,https://www.argenprop.com/departamento-en-venta-en-parque-patricios-1-ambiente--7776665,2024_03_01,Departamento,Venta,Parque Patricios, Capital Federal,Dólares,precio,84175,0,1070,90067250,Monoambiente,"(-34.6281994489631, -58.3910616376857)",False,Rios 1700,-34.6281994489631,-58.3910616376857
3058,"Departamento en Venta en Tribunales, Centro","Tribunales, Centro",Lavalle al 1500,1 Ambiente 30m2! Gran Oportunidad de Inversión  Frente Luz Muy Aireado! Apto Profesionales!,USD  59.900+$4.000expensas,https://www.argenprop.com/departamento-en-venta-en-tribunales-1-ambiente--7792904,2024_03_01,Departamento,Venta,Tribunales, Centro,Dólares,precio,59900,4000,1070,64093000,Monoambiente,"(-34.6029105385428, -58.3879513651514)",False,Lavalle 1500,-34.6029105385428,-58.3879513651514
3059,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",Juan Domingo Perón al 3500,Depto. - Venta - Monoambiente con Balcón - Almagro,USD  79.000+$34.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--6127742,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,79000,34000,1070,84530000,Monoambiente,"(-34.644846182853, -58.4648661934199)",False,Perón 3500,-34.644846182853,-58.4648661934199
3060,"Departamento en Venta en Velez Sarsfield, Capital Federal","Velez Sarsfield, Capital Federal",LOPE DE VEGA 1300,"2 Ambientes y Monoambientes , a Pagar , Excelente Ubicacion",USD  54.000,https://www.argenprop.com/departamento-en-venta-en-velez-sarsfield--6558230,2024_03_01,Departamento,Venta,Velez Sarsfield, Capital Federal,Dólares,precio,54000,0,1070,57780000,Monoambiente,"(-34.6275943570189, -58.5072936715726)",False,VEGA 1300,-34.6275943570189,-58.5072936715726
3061,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",MONROE 3600,Monoambiente a Estrenar con Amenities - Apto Crédito,USD  157.259+$1.700expensas,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--7903789,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,157259,1700,1070,168267130,Monoambiente,"(-34.5654520895885, -58.4713712647047)",False,MONROE 3600,-34.5654520895885,-58.4713712647047
3062,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 3900,Vitraux - 1 Ambiente con Amenities,USD  119.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903824,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,119000,0,1070,127330000,Monoambiente,"(-34.596431670195, -58.4215148593865)",False,Cabrera 3900,-34.596431670195,-58.4215148593865
3063,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 3900,Vitraux - 1 Ambiente con Balcón y Amenities,USD  124.900,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903825,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,124900,0,1070,133643000,Monoambiente,"(-34.596431670195, -58.4215148593865)",False,Cabrera 3900,-34.596431670195,-58.4215148593865
3064,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  115.048,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903984,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,115048,0,1070,123101360,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3065,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  106.499,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903988,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,106499,0,1070,113953930,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3066,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  96.739,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903992,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,96739,0,1070,103510730,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3067,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  100.839,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903996,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,100839,0,1070,107897730,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3068,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  155.021,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903997,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,155021,0,1070,165872470,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3069,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  115.048,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903998,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,115048,0,1070,123101360,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3070,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  116.673,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7903999,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,116673,0,1070,124840110,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3071,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  157.229,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904000,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,157229,0,1070,168235030,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3072,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  118.299,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904001,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,118299,0,1070,126579930,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3073,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  104.022,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904003,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,104022,0,1070,111303540,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3074,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  159.438,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904004,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,159438,0,1070,170598660,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3075,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  122.228,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904011,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,122228,0,1070,130783960,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3076,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  103.463,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904012,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,103463,0,1070,110705410,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3077,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  107.869,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904013,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,107869,0,1070,115419830,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3078,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  122.228,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904014,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,122228,0,1070,130783960,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3079,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  110.123,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904015,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,110123,0,1070,117831610,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3080,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  124.531,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904017,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,124531,0,1070,133248170,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3081,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  126.834,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904020,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,126834,0,1070,135712380,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3082,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  105.922,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904022,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,105922,0,1070,113336540,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3083,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  107.777,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7904024,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,107777,0,1070,115321390,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3084,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",JUSTO JUAN B 2300,Departamento de 1 Ambiente en Venta en Palermo,USD  85.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7939754,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,85000,0,1070,90950000,Monoambiente,"(-34.5929909889999, -58.4417460310321)",False,B 2300,-34.5929909889999,-58.4417460310321
3085,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",DIAZ VELEZ 3800,Departamento de 1 Ambiente en Venta en Almagro,USD  88.000+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7940466,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,88000,10000,1070,94160000,Monoambiente,"(-34.6085432948472, -58.4200609598172)",False,VELEZ 3800,-34.6085432948472,-58.4200609598172
3086,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",DIAZ VELEZ 3800,Departamento de 1 Ambiente en Venta en Almagro,USD  109.000+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7940486,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,109000,10000,1070,116630000,Monoambiente,"(-34.6085432948472, -58.4200609598172)",False,VELEZ 3800,-34.6085432948472,-58.4200609598172
3087,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",DIAZ VELEZ 3800,Departamento de 1 Ambiente en Venta en Almagro,USD  113.800+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7940493,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,113800,10000,1070,121766000,Monoambiente,"(-34.6085432948472, -58.4200609598172)",False,VELEZ 3800,-34.6085432948472,-58.4200609598172
3088,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",DIAZ VELEZ 3800,Departamento de 1 Ambiente en Venta en Almagro,USD  116.000+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7940494,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,116000,10000,1070,124120000,Monoambiente,"(-34.6085432948472, -58.4200609598172)",False,VELEZ 3800,-34.6085432948472,-58.4200609598172
3089,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",JOSE ANTONIO CABRERA 3300,Departamento de 1 Ambiente en Venta en Palermo,USD  62.000+$2.300expensas,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7940697,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,62000,2300,1070,66340000,Monoambiente,"(-34.5968268899412, -58.4129897470628)",False,CABRERA 3300,-34.5968268899412,-58.4129897470628
3090,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",CORRIENTES 4500,Departamento de 1 Ambiente en Venta en Almagro,USD  124.973,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7940726,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,124973,0,1070,133721110,Monoambiente,"(-34.6024196998066, -58.4285714370977)",False,CORRIENTES 4500,-34.6024196998066,-58.4285714370977
3091,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",CORRIENTES 4500,Departamento de 1 Ambiente en Venta en Almagro,USD  124.678,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7940727,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,124678,0,1070,133405460,Monoambiente,"(-34.6024196998066, -58.4285714370977)",False,CORRIENTES 4500,-34.6024196998066,-58.4285714370977
3092,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",HUMAHUACA 3500,Departamento de 1 Ambiente en Venta en Almagro,USD  69.800+$8.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7940785,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,69800,8000,1070,74686000,Monoambiente,"(-34.6029209544339, -58.4143169991156)",False,HUMAHUACA 3500,-34.6029209544339,-58.4143169991156
